day_id,dpt_cty_cd,arrv_cty_cd
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/9/6,AFG,GDF
2012/8/14,DFG,EAC
2012/5/16,BCE,BCF
2012/5/7,ACC,CDE
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/5/12,AEC,FAC
2012/5/11,DEF,ADB
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CDE,CEG
2012/9/16,BFA,ACG
2012/9/25,CDE,GGB
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/5/27,CBF,AEC
2012/6/23,CDE,AEB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/8/17,AGA,CDE
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/9/6,AFG,GDF
2012/8/14,BCE,ADE
2012/5/16,BCE,BCF
2012/8/20,CEG,ACC
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/5/12,AEC,FAC
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CDE,CEG
2012/9/16,BFA,ACG
2012/9/25,CDE,GGB
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/5/27,CBF,AEC
2012/6/23,CDE,AEB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/9/6,AFG,GDF
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/8/20,CEG,ACC
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/5/12,AEC,FAC
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/9/25,CDE,GGB
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/5/27,CBF,AEC
2012/6/23,CDE,AEB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/6/7,CDE,EFF
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/8/20,CEG,ACC
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/5/12,AEC,FAC
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/5/27,CBF,AEC
2012/9/22,ACF,ADB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/6/7,CDE,EFF
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/5/12,AEC,FAC
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/9/17,ADB,GAD
2012/9/22,ACF,ADB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/6/7,CDE,EFF
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/5/12,AEC,FAC
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/9/17,ADB,GAD
2012/9/22,ACF,ADB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/9/17,ADB,GAD
2012/9/22,ACF,ADB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/6/2,DFG,ACF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/9/17,ADB,GAD
2012/9/22,ACF,ADB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/6/2,DFG,ACF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/5/3,FAE,CDE
2012/9/22,ACF,ADB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/6/2,DFG,ACF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/5/3,FAE,CDE
2012/9/22,ACF,ADB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/8/6,GCC,EDF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/5/3,FAE,CDE
2012/9/22,ACF,ADB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/6/15,CFC,FBF
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/6/11,ACG,ACC
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/7/5,BCE,BCF
2012/8/5,DEF,GCC
2012/8/15,AEC,EEF
2012/5/3,FAE,CDE
2012/9/22,ACF,ADB
2012/8/30,CEG,CAG
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/8/26,FCE,CDE
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/8/21,BBE,ADB
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/10/12,ACG,CEG
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AFA,CEG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/7/5,BCE,BCF
2012/8/5,DEF,GCC
2012/8/15,GCC,GAE
2012/5/3,FAE,CDE
2012/9/22,ACF,ADB
2012/9/7,GDF,EEA
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/7/12,FGF,GFG
2012/10/18,CEG,BBE
2012/7/30,ACG,BCE
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/6/3,FBD,CFC
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/8/21,BBE,ADB
2012/6/22,GFG,BDC
2012/9/4,EEA,ADB
2012/7/26,CGE,ACF
2012/10/12,ACG,CEG
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,GFG,DGC
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,DBF,CFC
2012/8/10,FAC,BBE
2012/9/15,AGD,CAG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/7/5,BCE,BCF
2012/8/5,DEF,GCC
2012/8/15,GCC,GAE
2012/5/3,FAE,CDE
2012/9/22,ACF,ADB
2012/9/7,GDF,EEA
2012/10/6,CDE,EAG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/7/12,FGF,GFG
2012/10/18,CEG,BBE
2012/7/30,AFA,ACF
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/8/25,GFG,FGF
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/8/21,BBE,ADB
2012/6/22,GFG,BDC
2012/7/3,EAE,0
2012/7/26,CGE,ACF
2012/10/12,ACG,CEG
2012/6/10,CEG,EEA
2012/6/21,ACF,GAD
2012/7/14,BBE,BDC
2012/5/6,CEG,GDF
2012/8/9,EDF,BCE
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/9/19,CAD,GDF
2012/6/29,AFA,CGE
2012/9/9,GAD,CAD
2012/8/10,FAC,BBE
2012/9/15,AGD,CAG
2012/8/27,GFG,BCE
2012/6/24,CDE,EAG
2012/7/5,BCE,BCF
2012/5/9,AEF,ACC
2012/8/15,GCC,GAE
2012/5/3,FAE,CDE
2012/9/22,ACF,ADB
2012/9/7,GDF,EEA
2012/6/9,AAD,CEG
2012/8/3,ADB,BCE
2012/7/13,EFG,CAG
2012/7/12,FGF,GFG
2012/10/18,CEG,BBE
2012/7/30,AFA,ACF
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/8/25,GFG,FGF
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/5/22,EAE,EDG
2012/6/22,GFG,BDC
2012/7/3,EAE,0
2012/7/26,CGE,ACF
2012/10/12,ACG,CEG
2012/6/10,CEG,EEA
2012/6/21,ACF,GAD
2012/7/14,BBE,BDC
2012/8/2,CDE,GAD
2012/10/9,ADB,CAD
2012/10/14,BCE,ACF
2012/10/15,GDF,CEG
2012/5/2,AEC,EDG
2012/5/1,EAE,ACG
2012/6/29,AFA,CGE
2012/9/9,GAD,CAD
2012/8/10,FAC,BBE
2012/9/15,AGD,CAG
2012/9/20,EBC,GCC
2012/6/24,CDE,EAG
2012/7/5,BCE,BCF
2012/5/9,AEF,ACC
2012/6/13,GCC,BCE
2012/5/3,FAE,CDE
2012/9/22,ACF,ADB
2012/9/7,GDF,EEA
2012/6/9,AAD,CEG
2012/8/3,BBE,CDE
2012/7/13,EFG,CAG
2012/8/18,CEG,CAG
2012/10/18,ACF,BFA
2012/7/6,BBE,GAD
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/5/16,BCE,BCF
2012/5/23,AEC,DEF
2012/8/25,GFG,FGF
2012/10/5,EDG,BBE
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/5/22,EAE,EDG
2012/6/22,GFG,BDC
2012/9/4,AGD,CDE
2012/7/26,CGE,ACF
2012/10/12,GCC,GFG
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,CDE,GAD
2012/10/9,AGD,ADB
2012/10/14,CFC,EBF
2012/10/15,GDF,CEG
2012/9/18,CCA,CFC
2012/5/1,EAE,ACG
2012/10/26,CDE,DFD
2012/9/9,GAD,CAD
2012/8/10,FAC,BBE
2012/9/15,AGD,CAG
2012/9/20,EBC,GCC
2012/5/31,DCG,BFA
2012/7/5,BCE,BCF
2012/5/9,AEF,ACC
2012/6/13,GCC,BCE
2012/5/3,FAE,CDE
2012/9/22,ACF,ADB
2012/9/7,GDF,EEA
2012/6/9,AAD,CEG
2012/8/3,BBE,CDE
2012/7/13,EFG,CAG
2012/8/18,CEG,CAG
2012/10/18,ACF,BFA
2012/7/6,BBE,GAD
2012/7/9,CGF,CFC
2012/8/14,ACG,DCF
2012/8/19,GDF,GAD
2012/5/23,AEC,DEF
2012/10/20,CFC,EDG
2012/7/4,ACG,FEC
2012/7/31,GDF,CEG
2012/8/16,GCC,CEG
2012/5/22,EAE,EDG
2012/8/22,ADB,AGD
2012/9/4,AGD,CDE
2012/7/26,CGE,ACF
2012/10/12,GCC,GFG
2012/6/10,CEG,EEA
2012/9/16,BFA,ACG
2012/7/14,BBE,BDC
2012/8/2,CDE,GAD
2012/10/9,AGD,ADB
2012/10/14,CFC,EBF
2012/6/16,CGE,ACF
2012/9/18,CCA,CFC
2012/5/1,EAE,ACG
2012/10/26,CDE,DFD
2012/9/9,GAD,CAD
2012/8/10,FAC,BBE
2012/9/15,AGD,CAG
2012/9/20,EBC,GCC
2012/5/31,DCG,BFA
